id_r,cue,resp_1,resp_2,resp_3,incorrect,gpt-oss:120b
286309,Unabhängigkeit,Freiheit,Kampf,WORD,wichtig7,wichtig
286397,Lippenstift,Lippen,rot,WORD,nude,nude
286460,Schröder,Katze,Physik,WORD,big bang theory,big bang theory
286561,Benehmen,Regeln,Manieren,WORD,Autoritä,Autorität
286626,bescheuert,dumm,nervig,WORD,intelligenzgemindert,intelligenzgemindert
286689,aggressiv,wütend,angriffig,WORD,furchteinflössend,furchteinflößend
286693,Falten,Runzeln,Vorhang,WORD,Plissé,Plissé
286706,auszeichnen,hervorheben,Herabsetzen,WORD,Medallie,Medaille
286872,Faulheit,Faultier,Lernen,WORD,Motivationslos,Motivationslos
286891,Philosoph,sprechen,debatieren,WORD,disskutieren,diskutieren
286892,Zeh,Fuß,fünf,WORD,austülpungen,Austülpungen
286893,mitnehmen,einpacken,mittragen,WORD,nachhause nehmen,nach Hause nehmen
286900,Luke,Tor,Guckloch,WORD,Pullauge,Bullauge
286911,Freiheitsstatue,America,Frankreich,WORD,NewYork,New York
286958,Vorgesetzter,Arbeit,Kontrolle,WORD,Ansprechspartner,Ansprechpartner
287037,Metaebene,Kurs,Beobachtung,WORD,analysie,Analyse
287175,unverständlich,hä,unklar,WORD,nuscheln,nuscheln
287191,Rathaus,Bürgermeister,Stadtzentrum,WORD,Pater Noster,Pater Noster
287251,Landesregierung,Gesetzte,Macht,WORD,Polotik,Politik
287306,abnehmen,Diät,Druck,WORD,Gesellschaftsporblem,Gesellschaftsproblem
287355,Verbundenheit,Liebe,Ehe,WORD,Freunschaft,Freundschaft
287708,Führer,Hitler,Monarchie,WORD,Patriarchie,Patriarchie
287737,Explosion,Knall,Feuer,WORD,Dynamiz,Dynamik
287791,unfreundlich,wirsch,unsympathisch,WORD,empathielos,empathielos
287907,ausziehen,Kleidung,Pullover,WORD,Tshirt,T-Shirt
288098,nirgendwo,Nimmerland,kein Ort,WORD,Ortlos,ortlos
288170,Umfrage,Handy,Flyer,WORD,Multiple choice,Multiple choice
288182,eingeschränkt,Grenze,unintelligent,WORD,hilfsbedüftig,hilfsbedürftig
288188,entlassen,Job,Wut,WORD,hängenlassen,hängen lassen
288199,Chips,fettig,ungesund,WORD,crunchy,crunchy
288230,egoistisch,selbstbezogen,narzisstisch,WORD,unfäir,unfair
288258,irgendwie,ebenso,ungefähr,WORD,solala,so lala
288273,sachlich,Zeitungsartikel,Bewerbungsbrief,WORD,beobachten7ö,beobachten
288333,Auftritt,Event,shut down,WORD,gigg,Gig
288356,Nordafrika,Kontinent,Land,WORD,Sonning,Sonnig
288392,Verzeihung,dankbar,Geste,WORD,zuvorgehendes Ereignis,zuvorgehendes Ereignis
288439,Gabe,Segen,Sport,WORD,Instrumen,Instrument
288444,Schüssel,Schloss,Schlüsselbund,WORD,Einberecher,Einbrecher
288489,erschöpft,müde,überarbeitet,WORD,unerholt,unerschöpft
288501,Van,Auto,VW,WORD,Hippir,Hippie
288664,Tankstelle,Benzin,Diesel,WORD,teur,Treibstoff
288668,geizig,viel Geld,egoistisch,WORD,griesskram,Geizkragen
288734,Landtag,Regierung,Deutschland,WORD,Politig,Politik
288743,sekundär,Zwei,Priorität,WORD,zweitranging,Zweitranking
288745,Drittel,Fraktion,Mathe,WORD,30%,33%
288797,Bezirk,Quartier,Ort,WORD,stadr,Stadt
288806,aufzeigen,vorzeigen,erklären,WORD,vorsteleln,vorstellen
288815,Briefmarke,Post,Brief,WORD,sammlen,sammlen
288872,Bremen,Stadt,Häuser,WORD,Deutshc,Deutsch
288922,fad,Geschmackslos,ungesalzen,WORD,ungewürzt,ungewürzt
288923,zäh,trocken,hart,WORD,gummig,gummig
288933,Haustür,Haus,offen,WORD,geshclossen,geschlossen
288949,schwarz-weiß,Film,Rassismus,WORD,Diskriminirung,Diskriminierung
288971,ärgerlich,Fehler,Vergesslichkeit,WORD,zuspät sein,zuspät sein
288983,tapfer,mutig,kühn,WORD,Held*in,Held
288989,schwanger,Bauch,Baby,WORD,Gebährmutter,Gebärmutter
289098,unmodern,altmodisch,Kleidung,WORD,Einstellugn,Einstellung
289122,Hitler,Macht,Gewalt,WORD,Auschluss,Ausschluss
289188,außerhalb,extern,DRAUSSEN,WORD,exkludiert,exkludiert
289262,keineswegs,nie,niemals,WORD,aufkeinen Fall,auf keinen Fall
289285,Pommes,Fritten,Kartoffel,WORD,Fritöse,Fritteuse
289288,eröffnen,AUFSCHLIESSEN,Feier,WORD,launch,launch
289294,großartig,sensationell,grandios,WORD,spekulär,spektakulär
289335,Mark,Name,Deutsche Mark,WORD,grld,Geld
289344,geschickt,schlau,Brief,WORD,handfertig,handfertig
289397,hinterfragen,nachfragen,nachhacken,WORD,neugirig,neugierig
289439,Dummkopf,Idiot,beschimpfen,WORD,tittulierung,Titulierung
289520,Veröffentlichung,Buch,Reportage,WORD,public,public
289677,stumpf,Spitze,Bleistift,WORD,ungespitzt,ungespitzt
289755,CIA,Amerika,Geheimdienst,WORD,verbechen,Verbrechen
289799,bedecken,decke,warm,WORD,bettt,bett
289875,zählen,abzählen,nachzählen,WORD,counten,zählen
289878,geschickt,intelligent,überlegt,WORD,skill,skill
289882,furchtbar,schrecklich,grässlich,WORD,unwiederstehlich,unwiderstehlich
289889,Römer,Cäsar,Kämpfen,WORD,inzelligent,intelligent
289912,auffallend,bemerkenswert,auffällig,WORD,herausstechend,herausstechend
289930,Streichinstrument,geige,Violine,WORD,ochestra,Orchester
289996,Bestätigung,ja,akzeptiert,WORD,bestätit,bestätigt
290046,Lügner,unerlich,misstrauen,WORD,unloyal,unloyal
290052,Herr der Ringe,Film,Fantasy,WORD,New zealand,Neuseeland
290060,grob,gemein,unsanft,WORD,grobmotorisch,grobmotorisch
290119,Verpflichtung,Hausaufgaben,Arbeit,WORD,oblig,Obligation
290177,shoppen,Kleider,Schuhe,WORD,Komsum,Konsum
290183,Finanzamt,Geldverwaltung,Steuererklärung,WORD,ste,Steuer
290190,Alphabet,buchstabeno,laute,WORD,lautordnung,Lautordnung
290254,Konzern,Firma,Uternehmen,WORD,Wirschaft,Wirtschaft
290338,Wichtigkeit,wichtig,dringlich,WORD,Präorität,Priorität
290430,Münchner,Snob,Bayern,WORD,Einwohner (von München),Einwohner (von München)
290441,wechseln,ändern,Geld wechseln,WORD,Bäumchen (wechsle dich),Bäumchen
290468,Doktorarbeit,Arbeit,Aufwand,WORD,schwieirig,schwierig
290503,Bekannte,Verwandte,Freunde,WORD,unsympatisch,unsympathisch
290520,Duden,Wörter,Nachschlagen,WORD,rechthaben,recht haben
290522,Power,Frauen,Rangers,WORD,superheld*innen,Superheld*innen
290550,Nirwana,USA,Texas,WORD,lana del rey,lana del rey
290696,Freud,Psychoanalyse,Traumdeutung,WORD,Psychosexuelle Entwicklung,Psychosexuelle Entwicklung
290703,Besucher,Besucherin,Gast,WORD,Urlauber*in,Urlauber*in
290729,Luke,Skywalker,Flugzeug,WORD,Star wars,Star Wars
290731,Haken,Kapitän,nach,WORD,aufhängeb,aufhängen
290781,Weitblick,Kurzblick,Sehen,WORD,Augenbulbus,Augenbulbus
290815,Lebensabschnitt,einschneidend,wichtig,WORD,aufgregend,aufregend
290837,Jack,Shit,Jill,WORD,Giaccomo,Giacomo
290930,unfreundlich,gemein,böse,WORD,pampig,pampig
290955,aggressiv,beängstigend,Gewalt,WORD,Vehaltensweise,Verhaltensweise
291008,schleppen,ziehen,mühsam,WORD,schwwer,schwer
291262,anbinden,festhalten,Leine,WORD,Tau (Seil),Tau (Seil)
291271,Baumwolle,Pflanze,Wäsche,WORD,Naturproduckt,Naturprodukt
291275,Ader,Blut,Gold,WORD,Fluss (Lebensader),Fluss (Lebensader)
291342,Ärmel,Kleider,Pullover,WORD,hochkrempeln,hochkrempeln
291355,nie,schade,negativ,WORD,oje,oje
291390,Scheiße,Unglück,schlechtes Wort,WORD,scharf-ss deutsche Grammatik,scharfes ß deutsche Grammatik
291403,verhandeln,zwei Personen,in der Mitte treffen,WORD,win win,Win‑Win
291516,Asphalt,Boden,Trottoir,WORD,Strassse,Straße
291522,Oberfläche,flach,sauber,WORD,glat,glatt
291578,hilfsbereit,Menschen,Gute Eigenschaft,WORD,Spital/Pflegeberufe,Spital
291627,nämlich,deshalb,weil,WORD,rechtferdigung,Rechtfertigung
291705,beherrschen,Fähigkeiten,können,WORD,skill,skill
291739,Rechner,Mathe,Schule,WORD,cumputer,Computer
291770,dennoch,trotzdem,auch wenn,WORD,abermal,abermals
291796,ungleich,Vergleich,Unharmonisch,WORD,Unpaar,Unpaar
291881,verdammt,SCHEISSE,blöd,WORD,nervif,nervig
291894,Linz,Österreich,Linzertorte,WORD,Glust,Glut
291895,tschüss,en Schöne,Kinder,WORD,Tüdelü,Tschüss
291906,auffallen,Militär,Pink,WORD,Mittelpunktgeil,Mittelpunktgeil
291949,entspannt,gemütlich,Slang,WORD,chillig,chillig
291996,Schlinge,Suizid,eng,WORD,auswegslos,auswegslos
292026,Bekleidung,wichtig,teuer,WORD,trendig,trendig
292162,Höhepunkt,Sex,Berg,WORD,ausicht,Aussicht
292304,durcheinander,chaotisch,kreativ,WORD,fverplant,verplant
292340,zumindest,immerhin,wenigstens,WORD,allethalben,allemal
292351,säubern,Straße,Reinigung,WORD,sauberkei,Sauberkeit
292456,Verwandlung,Umhang,Magie,WORD,Harry potter,Harry Potter
292569,Weltraum,Astronaut,Science fiction,WORD,Star wars,Star wars
292646,Ehemann,Liebe,Ring,WORD,Hochzeit,Hochzeit
292694,fies,gemein,extra,WORD,assozial,asozial
292749,Falten,alt,Oma,WORD,Dreifalitigkeit,Dreifaltigkeit
292825,objektiv,subjektiv,Kamera,WORD,klig,klar
292890,verhaften,Gefängnis,Polizei,WORD,Täter/ Täterin,Täter/ Täterin
292892,ledig,unverheiratet,frei,WORD,sngle,single
292956,Christentum,Pfarrer,Gott,WORD,Holy moly,Holy moly
292962,Haken,An der Sache,Fische,WORD,Fischer:in,Fischer:in
292977,Monarchie,Herrschaftsform,Prunk,WORD,Königentum,Königtum
293034,hinten,Schlange,anstehen,WORD,zu hinterst,zu hinten
293039,Lebensabschnitt,Studium,Schule,WORD,Renterleben,Rentenleben
293183,Nachsicht,Vorsicht,Vergebung,WORD,Nachlässigket,Nachlässigkeit
293197,Abgabe,betteln,Zigeuner,WORD,schmarozer,Schmarotzer
293235,Bequemlichkeit,Sofa,weich,WORD,kuschelig,kuschelig
293263,nutzlos,arbeitslos,unnötig,WORD,Nichtsnutze,Nichtsnutz
293309,Streichinstrument,Orchester,Geige,WORD,Sinphonie,Sinfonie
293332,hinauf,hoch,oben,WORD,aufstief,Aufstieg
293403,unnütz,unnötig,sinnlos,WORD,nichtsaussagend,nichtssagend
293407,unendlich,unaufhörlich,endlos,WORD,eternell,eternal
293409,untergehen,sinken,ertrinken,WORD,unter Wasser (gehen),unter Wasser gehen
293547,ungewollt,ausversehen,nicht extra,WORD,unextra,nicht extra
293576,fleißig,viel machen,positiv,WORD,ergeizig,ehrgeizig
293674,Kilometer,Meter,Centimeter,WORD,milimeter,Millimeter
293823,Ungleichheit,Unfair,Ungerechtigkeit,WORD,Patriachat,Patriarchat
293835,Rathaus,Marktplatz,Politik,WORD,Bürgermeister*in,Bürgermeister*in
293950,Protokoll,Schrift,Zusammenfassung,WORD,Schreiber/ Schreiberin,Schreiber/ Schreiberin
294061,Pulli,Kälte,Winter,WORD,kuschelig,kuschelig
294068,Körperteil,Knochen,Muskel,WORD,hautr,Haut
294106,telefonieren,sprechen,kabellos,WORD,Viedeotelefonie,Videotelefonie
294158,Gebirge,Berg,Land,WORD,Sschweiz,Schweiz
294255,Branche,Firmen,Barbie,WORD,Branchli(Schokolade),Branchli (Schokolade)
294258,prahlen,angeben,unsympathisch,WORD,Instagramm,Instagram
294290,Ratschlag,Duden,Nachschlagen,WORD,Erfahrngen,Erfahrungen
294322,Steuererklärung,teuer,Einzahlung,WORD,mühsellig,mühselig
294350,verhaften,festnehmen,Polizei,WORD,gefägniss,Gefängnis
294403,Recycling,Umwelt,Öko,WORD,Petflasche,Petflasche
294422,Nostalgie,Filme,Musik,WORD,Vergagenheit,Vergangenheit
294462,behindern,verbauen,manipulieren,WORD,unumsichtig,unumsichtig
294550,brausen,fahren,surfen,WORD,umherhuschen,herumhuschen
294557,Elektrizität,Physik,Stom,WORD,Stormschlag,Stromschlag
294562,Satzzeichen,Deutsch,Sprache,WORD,Texrt,Text
294572,Unwissenheit,Keine Ahnung,Unklug,WORD,fumm,dumm
294577,künstlich,Intelligenz,Plastik,WORD,billlig,billig
294594,Kamerad,Freund,Kollege,WORD,Kompane,Kumpan
294615,zupfen,Harfe,Gitarre,WORD,Unkaut,Unkraut
294618,federn,Trampolin,wippen,WORD,bounzen,bouncen
294640,Umschlag,Couvert,Brief,WORD,Umschlagsplatz,Umschlagsplatz
294650,Herr der Ringe,Film,lang,WORD,langweili,langweilig
294651,Roboter,Zukunft,Elektrik,WORD,coding,coding
294665,grüßen,freundlich,nett,WORD,Fruss,Gruß
294728,Asche,feuer,grau,WORD,schmutig,schmutzig
294729,verborgen,Geheimnis,versteckt,WORD,misteriös,mysteriös
294759,Großmutter,alt,lieb,WORD,führsorglich,fürsorglich
294780,Dienstag,Wochentag,Montag,WORD,Mittwoc h,Mittwoch
294810,unterrichten,Schule,Lehrperson,WORD,Schüler*innen,Schüler*innen
294916,Pommes,Kartoffeln,Kindheit,WORD,fritiert,frittiert
295003,verschwinden,WEGGEHEN,ABHAUEN,WORD,EMPFÜHRUNG,Entschwinden
295071,teilweise,Unvollständig,halb,WORD,50%,fünfzig Prozent
295088,Recycling,Umwelt,Rucksäcke,WORD,Plastikb,Plastik
295090,umschreiben,Sprache,Frankreich-Austausch,WORD,Just one,Just one
295129,Unterschrift,Formular,Erwachsen,WORD,krakelig,krakelig
295167,fies,gemeint,wütend,WORD,streot,Streit
295182,obwohl,aber,dennnoch,WORD,trozdem,trotzdem
295183,Excel,Office,Word,WORD,Power point,PowerPoint
295200,schlichten,Streit,Geschwister,WORD,beruigen,beruhigen
295283,Nostalgie,früher,schwelgen,WORD,melancholy,melancholy
295292,Olympia,sige,spiele,WORD,diszipline,Disziplin
295447,Regie,Leitung,Chef,WORD,lead Team,Teamleitung
295452,erstmals,zweitmals,drittmals,WORD,immernoch,immer noch
295572,zurückkommen,Männer,immer wieder,WORD,anschleichen,anschleichen
295613,Viertel,Mathematik,Kuchendiagramm,WORD,25%,25%
295672,hinein,hinaus,Türe,WORD,Huas,Haus
295730,Halbzeit,Fußballspiel,Kohlendioxid,WORD,45minuten,45 Minuten
295743,Verschwendung,Essen,Klimawandel,WORD,Wegwergesellschaft,Wegwerfgesellschaft
295793,Taschentuch,Niessen,Krank,WORD,Einwegsgegenstand,Einweggegenstand
295799,Griff,Gift,Hantel,WORD,Auchterbahn,Achterbahn
295875,geborgen,sicher,zu Hause,WORD,Freunde und Famillie,Freunde und Familie
295918,Steuererklärung,Hinterziehen,Steuern,WORD,Steuerberater:in,Steuerberater:in
295922,Marathon,Laufen,springen,WORD,Iron Man,Iron Man
295964,hinauf,hinab,Hang,WORD,Strasse/Hügel hinauf,Straße
296002,Kohlensäure,Sprudel,Blubber,WORD,blöterli,Bläschen
296008,entspannt,gemütlich,stressfrei,WORD,runterfahren,runterfahren
296101,Brei,Essen,Kinderessen,WORD,matchig,matching
296149,Holland,Amsterdam,Tief,WORD,Wattmeer,Wattmeer
296170,beeinflussen,Einfluss,Meinungsänderung,WORD,authoritär,authoritär
296276,Auftritt,nervös,sprechen,WORD,performen,performen
296368,Hintern,glutes,Pfirsich,WORD,hip thrusts,hip thrusts
296391,Bekleidung,Zara,Outfit,WORD,Beiges Set,Beiges Set
296408,säubern,putzen,Zähne,WORD,schruben,schrubben
296430,Violine,Musik,klissisch,WORD,shrill,shrill
296432,hübsch,schön,sexy,WORD,gut ausehen,gut aussehen
296437,heimlich,Geheimnis,verstecken,WORD,nicht vertrauwenswürdig,nicht vertrauenswürdig
296439,Staatsanwaltschaft,Gericht,Stress,WORD,nicht gewinntbar,nicht gewinnbar
296445,Konsens,Konsenus,Kelley's Kovariationsmodell,WORD,Distinktheit,Distinktheit
296458,auffallend,Salient,präsent,WORD,herausstechend,herausstechend
296493,uninteressant,langweilig,bekannt,WORD,uninformativ,uninformativ
296505,Deutschunterricht,Lehrer,Schreiben,WORD,Unnätig,Untätig
296528,Wichtigkeit,Bedeutung,wesentlich,WORD,Insistenz,Signifikanz
296619,Begeisterung,glücklich,Jubel,WORD,Überrraschung,Überraschung
296633,Box,Inhalt,Quadrat,WORD,geschänk,Geschenk
296664,Landkarte,Google,Maps,WORD,Geograpgie,Geographie
296755,Schalter,Post,licht,WORD,an/aus,an/aus
296784,Dresden,Stadt,Deutschland,WORD,Dresdennördlich,nördlich
296789,fantastisch,Bücher,fantasiewesen,WORD,SJ..M,SJ..M
296817,künstlich,Intelligenz,unecht,WORD,unauthentisch,unauthentisch
296852,zunehmen,dick,Ferien,WORD,exponenziell,exponentiell
296853,Badezimmer,Lavabp,Lavabo,WORD,Porzelan,Porzellan
296862,wahnsinnig,verrückt,durchgeknallt,WORD,imens,immens
296870,lässig,locker,einfach,WORD,chillig,chillig
296874,Vorjahr,Schaltjahr,Corona,WORD,Winte,Winter
296904,leider,traurig,unabsichtlich,WORD,entteuscht,enttäuscht
296910,Einsicht,verstehen,Verständnis,WORD,wwissen,Wissen
296986,Südafrika,Pretoria,Apartheit,WORD,Trevor Noah,Trevor Noah
297026,krass,cool,heftig,WORD,grosartig,großartig
297061,addieren,multiplizieren,dividieren,WORD,substrahieren,subtrahieren
297064,informieren,Website,Internet,WORD,browsen,browsen
297073,offiziell,laut,Papiere,WORD,Ansagung,Ansage
297076,Camping,Zelt,Feuer,WORD,Marshmellows,Marshmallows
297087,Baden-Württemberg,Deutschland,HM,WORD,Bad-Säckingen,Bad-Säckingen
297121,Sonnabend,Wochenende,Feierabend,WORD,Entspannnen,Entspannen
297139,Separation,trennen,teilen,WORD,seperieren,separieren
297153,ausschließlich,Mobbing,weglassen,WORD,Schlüsseö,Schlüsse
297186,beruhigen,schlaf,Gras,WORD,chillig,chillig
297282,Terrorist,Al Qaida,Paris,WORD,Charlie Hebdo,Charlie Hebdo
297299,schütteln,Hund,trocknen,WORD,wegspicken,wegschütteln
297449,regnen,Regen,Wasser,WORD,Regenschrim,Regenschirm
297450,Anmeldung,Schulanmeldung,anmelden,WORD,regristrieren,registrieren
297498,Besserwisser,Klugscheißer,Angeber,WORD,Blöffer,Bluffer
297509,gestreift,Hemd,durchzogene Linie,WORD,gepünkelt,gepunktelt
297515,zäh,zähflüssig,dickflüssig,WORD,lederartig,lederartig
297528,kotzen,Übelkeit,Unwohlsein,WORD,gruusig,gruselig
297529,manipulieren,negative Gefühle,fiese Machenschaften,WORD,Hinterhäktigkeit,Hinterhältigkeit
297534,Krähe,inteligenter Vogel,kräengeschrei,WORD,"schwarzer, GROSSER Vogel","schwarzer, großer Vogel"
297542,ankündigen,Freude,Besuch,WORD,"anzeigen (geburt, Trauung...)","ankündigen (Geburt, Trauung…)"
297548,Zweisamkeit,zu zweit,zweisames Leben,WORD,zweisames Handeln,zweisames Handeln
297695,beschützen,Polizei,Kampfsportart,WORD,pfeffersprei,Pfefferspray
297701,Graz,Stadt,Österreich,WORD,geiografie,Geografie
297702,relaxen,entspannen,soleuno,WORD,welness,Wellness
297800,Wiener,Wurst,Grelle Forelle,WORD,Yung Hurn,Yung Hurn
297803,Ideal,perfekt,passt,WORD,unerrreichbar,unerreichbar
297829,furchtbar,schrecklich,schlimm,WORD,unaushaltbar,unaushaltbar
297831,hüpfen,springen,Trampolin,WORD,Pfüze,Pfütze
297850,Verzweiflung,Gefühl,mutlos,WORD,auswegslos,ausweglos
297856,Zentimeter,MASS,kurz,WORD,Milimeter,Millimeter
297919,veröffentlichen,herausgeben,teilen,WORD,aufdringen,publizieren
297935,erstmals,warten,damals,WORD,schaueb,schauen
298037,verheiratet,Ehe,Bindung,WORD,Parter*in,Partner*in
298063,reiben,Gummi,Reibung,WORD,aneinanderreiben,aneinanderreiben
298136,Streber,lernen,Schule,WORD,Stundent,Student
298153,Priester,Kirche,Kreuz,WORD,heillig,heilig
298169,Ablenkung,träumen,langweilen,WORD,intressant,interessant
298225,drohen,Wut,fies,WORD,angstmachend,angstmachend
298229,hübsch,attraktiv,Architektur,WORD,Freund:innen,Freund:innen
298247,passend,Größe,richtig,WORD,durchquetschen,durchquetschen
298261,entführen,Versteck,Täter,WORD,Polzei,Polizei
298268,verwirren,Absicht,Irrgarten,WORD,wirrwar,Wirrwarr
298269,chic,schön,elegant,WORD,altmodisch,altmodisch
298410,Schleife,Geschenk,Schuhe,WORD,Mäscheli,Mascheli
298419,Kasten,Kleider,Bodybuilder,WORD,Verstaumöglichkeit,Verstaumöglichkeit
298438,Umfrage,Studie,Fragen,WORD,Multiplechoice,Multiple-Choice
298453,Viertel,Club,Uhrzeit,WORD,tortw,Wort
298483,Übernahme,Kosten,Neu,WORD,Occassion,Occasion
298555,enorm,viel,überwältigend,WORD,umfänglich,umfänglich
298563,Grafik,Grafiker,kreativ,WORD,ipad,iPad
298576,pink,Farbe,Barbie,WORD,Neonpink,Neonpink
298596,Heinz,Name,Mann,WORD,Ketchupmarke,Ketchupmarke
298620,Bequemlichkeit,Gemütlich,angenehm,WORD,enstpannt,entspannt
298623,Saite,Geige,Streichinstrument,WORD,G/D/A/E,G D A E
298630,Bastard,uneheliches Kind,Game of Thrones,WORD,Fenriswolf Nord. Mythologie,Fenriswolf
298659,Gelände,Festival,Wiese,WORD,Foodtrucks,Foodtrucks
298690,erfrischend,Wasser,frisch,WORD,aufputcshend,aufputschend
298756,rollen,Rollbrett,spielen,WORD,Inline Skates,Inline Skates
298835,Aufführung,Bühne,Publikum,WORD,ablaus,Ablauf
298880,Laus,schmutzig,ecklig,WORD,insekte,Insekt
298889,umkommen,zurück dazu,wiederholen,WORD,gleichwieder,gleich wieder
299020,entspannt,ruhig,gegrounded,WORD,Relaxhotel,Relaxhotel
299026,irgendetwas,unnötig,nicht speziell,WORD,radnom,random
299027,Neid,haters,schlimm,WORD,self-issues,self-issues
299028,Stadion,Joggeli,Fußball,WORD,fcb,FCB
299059,Besserwisser,Klugscheißer,Intelligenz,WORD,Eintelgänger,Einzelgänger
299358,eigenartig,einzigartig,Unikat,WORD,idiosynchratisch,idiosynkratisch
299421,Lippenstift,rot,Lippe,WORD,Make up,Make up
299503,Transparenz,Transparent,Durchsichtig,WORD,Durchschaubarkeit,Durchschaubarkeit
299504,Jack,Jasskarten,Sparrow,WORD,the ripper,the ripper
299548,Regie,Film,Regisseurin,WORD,Regiestuhl,Regiestuhl
299624,Deckung,Abdeckung,kriechen,WORD,tied,tied
299661,Kumpel,Freund,Junge,WORD,Kompane,Kompane
299684,Anwesenheit,Präsenz,Kontrolle,WORD,schule/uni,schule
299702,anwenden,benutzen,Stilmittel,WORD,beipsiel,Beispiel
299760,Schnitt,golderner Schnitt,Kuchen,WORD,Notendruchschnitt,Notendurchschnitt
299764,umrühren,Kuchen,Suppe,WORD,Küchenmaschiene,Küchenmaschine
299776,arrogant,asozial,egoistisch,WORD,uncool,uncool
299855,Veranstalter,Festival,Konzert,WORD,Sänger:in,Sänger:in
299892,ausfüllen,Formular,Malen,WORD,Mandals,Mandat
299943,Bekannte,Familie,Freunde,WORD,Verwandschaft,Verwandtschaft
299955,Routine,gleich machen,Langweilig,WORD,erfolgreicht,erfolgreich
299966,ausgehen,im Ausgang,Party,WORD,vermeidein,vermeiden
299974,Drink,Alkohol,Glas,WORD,Schirmchen,Schirmchen
299991,beweglich,Körper,Schlange,WORD,Trainierbar,Trainierbar
300119,Ecke,Haus,nicht rund,WORD,anhauen,anhauen
300166,entlassen,Freiheit,Kündigen,WORD,von entwas ablösen,von etwas ablösen
300177,attraktiv,hübsch,Freundin,WORD,stlylish,stylish
300213,hoffentlich,Hoffnung,Erwartung,WORD,hoffnen,Hoffnung
300227,Viertel,Uhr,menge,WORD,zeut,Zeit
300267,Akademie,Elite,gebildet,WORD,hochnehm,Hochschule
300369,unfrei,eingesperrt,eingeschränkt,WORD,belasted,belastet
300372,Handarbeit,Schule,Nähen,WORD,Häckeln,Häckeln
300558,ärgerlich,nervig,böse,WORD,ärgwr,ärger
300589,Konzern,Konzert,Geschäfft,WORD,Buissnes,Business
300812,Nabel,Nabelschnur,Geburt,WORD,Babyy,Baby
300890,Frust,örger,böse,WORD,aggresion,Aggression
300973,fair,angemessen,ausgeglichen,WORD,fairply,fairly
300974,Höhle,Ureinwohner,dunkel,WORD,stalagmiten,Stalagmiten
301018,Hürde,würde,Würde,WORD,Hünde,Hürde
301030,irgendwas,Manchmal,Ding,WORD,Irgendwan,Irgendwann
301079,Amazon,Bücher,Regenwald,WORD,Amazonenkriegerin,Amazonenkriegerin
301113,Hollywood,Star,Celebrity,WORD,Leonardo dicaprio,Leonardo DiCaprio
301135,Übergewicht,Fett,Krankheit,WORD,Körperideale,Körperideale
301237,Besprechung,Sitzung,Traktanden,WORD,Gepräch,Gespräch
301363,Trump,USA,Regierung,WORD,zwiegespalten,zwiegespalten
301392,igitt,Ekel,ABSTOSSEND,WORD,widerwertig,widerwärtig
301488,manipulieren,Manipulation,Fälschung,WORD,unethisch,unethisch
301556,Tagebuch,Anne Frank,Teenager,WORD,Tom Riddle,Tom Riddle
301583,Quadrat,Form,optische Täuschung,WORD,Seitenläng,Seitenlänge
301706,Résumé,Zusammenfassung,Französisch,WORD,müsam,Wort
301773,gestreift,Zebra,Zebrastreifen,WORD,Knastoutfit,Knastoutfit
301886,antun,Mensch,Absicht,WORD,Boshaftigkeit,Boshaftigkeit
302001,Pyramiden,Dreieck,Sklaven,WORD,egypten,Ägypten
302016,Nudeln,Teigwaren,deliziös,WORD,Comfortfood,Comfortfood
302072,fegen,sauber machen,Schornsteinfeger,WORD,30. Geburtstag/Rathaus,30. Geburtstag
302082,Dressing,Salat,Room,WORD,Clothes,Clothes
302237,schälen,Orange,Frucht,WORD,Manderine,Mandarine
302262,tippen,Tastatur,Laut,WORD,10Fingersystem,Zehnfingersystem
302275,drüber,drüber hinaus,drunter,WORD,obendran,oben dran
302312,eigen,einzigartig,besonders,WORD,stepenwolf,Steppenwolf
302414,Gentleman,nett,anständig,WORD,kilschee,kilschee
302419,fließend,Sprache,flüssig,WORD,ohne stottern/stocken,ohne Stottern/Stocken
302538,Schande,Fehler,Ausschluss,WORD,Schahm,Scham
302590,matt,Nagellack,Auto,WORD,Make up,Make up
302599,unbedingt,sofort,jetzt,WORD,unablässlich,unabdinglich
302624,verwirrt,unklar,komisch,WORD,hä,hä
302648,Export,inport,Wirtschaft,WORD,growth,growth
302677,chic,Gold,Glitzer,WORD,blingbling,blingbling
302712,Naturwissenschaft,Biologie,Chemie,WORD,phsyik,Physik
302748,ungefähr,geschätzt,Schätzung,WORD,vermutng,Vermutung
302756,raus,DRAUSSEN,verlassen,WORD,rausschicken,rausschicken
302856,Roboter,Maschine,Elektrik,WORD,Ex-Machina,Ex Machina
302882,Luke,Schiff,Backboard,WORD,Steuerboard,Steuerbord
302978,Brandenburg,Deutschland,Stadt,WORD,Nordreinwestfahlen,Nordrhein-Westfalen
303052,Volksmusik,Volk,Musik,WORD,klassich,klassisch
303073,attraktiv,Menschen,Schönheit,WORD,Standarts,Standards
303084,Puppe,Spielzeug,Horrorfilme,WORD,Porzelan,Porzellan
303097,Kleinigkeit,kleine,Snack,WORD,Geschenck,Geschenk
303120,ebay,online,Einkauf,WORD,2-hand,Secondhand
303184,geschickt,fähig,begabt,WORD,aversiert,versiert
303188,Reagenzglas,Labor,Chemieunterricht,WORD,In vitro,In vitro
